firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted,vector_intersection,matrix_intersection,label1,label2,label3
2,1,F0,0.45,"Change price: -0.05, reason: Low share rate increases competition, reducing buyer likelihood.",3.15,7,3.15,0.0,"[0.19591036656360516, 'adaptive']","[3, 3, 1, 3, 2, 2, 1, 2]","[[0, 0, 1, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 0, 1, 1, 0, 1], [1, 0, 1, 1, 0, 1, 1, 1], [1, 0, 1, 1, 1, 0, 1, 1], [1, 0, 1, 0, 1, 1, 0, 1], [0, 0, 1, 1, 1, 1, 1, 0]]",,True,less
2,1,F1,0.51,"Change price: 0.01, reason: Share rate of 0.49 increases likelihood of consumers buying from me, allowing a slight price increase to boost profit in this duopoly.",2.55,5,2.55,0.0,"[0.4878901119239901, 'adaptive']","[1, 3, 3, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0]]",,True,less
2,2,F0,0.4,"Change price: -0.05, reason: Low share rate increases competition, reducing buyer likelihood.",4.8,12,4.8,0.0,"[0.0, 'adaptive']","[3, 3, 1, 2, 2, 1, 2, 1]","[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,greater
2,2,F1,0.5,"Change price: -0.01, reason: Low predicted share rate of 0.0 reduces purchase likelihood, so slight decrease to attract more consumers and boost sales.",2.5,5,2.5,0.0,"[0.0, 'adaptive']","[3, 3, 2, 2, 1, 2, 2, 1]","[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0]]",,True,greater
2,3,F0,0.35,"Change price: -0.05, reason: Low share rate predicted, increasing competition and reducing buyer likelihood.",3.85,11,3.85,0.0,"[0.0, 'adaptive']","[2, 3, 1, 3, 2, 1, 2, 3]","[[0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
2,3,F1,0.49,"Change price: -0.01, reason: Low predicted share rate of 0.0 increases competition and reduces purchase likelihood, so slight decrease to attract more consumers and boost sales.",1.96,4,1.96,0.0,"[0.0, 'adaptive']","[2, 3, 1, 3, 2, 1, 2, 1]","[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 1, 0], [1, 0, 1, 0, 1, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0]]",,True,greater
2,4,F0,0.4,"Change price: 0.05, reason: Historical data shows higher profit at 0.40 with low share rate.",5.2,13,5.2,0.0,"[0.0, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 1, 0]]",,True,less
2,4,F1,0.5,"Change price: 0.01, reason: Historical data shows higher sales and profit at 0.50 than at 0.49 with low share rate, so slight increase to boost revenue.",2.5,5,2.5,0.0,"[0.0, 'adaptive']","[2, 3, 3, 3, 2, 1, 1, 2]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
2,5,F0,0.4,"Change price: 0, reason: Historical data indicates highest profit at 0.40 with low share rate, maintaining sales and revenue.",3.6,9,3.6,0.0,"[0.0, 'adaptive']","[2, 3, 3, 2, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,less
2,5,F1,0.5,"Change price: 0, reason: Low predicted share rate of 0.0 mirrors historical rounds where price 0.50 maximized sales and profit.",4.5,9,4.5,0.0,"[0.0, 'adaptive']","[2, 3, 3, 2, 2, 1, 2, 1]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,greater
2,6,F0,0.4,"Change price: 0, reason: Historical data shows highest profit at 0.40 with low share rate, maintaining optimal sales and revenue.",4.8,12,4.8,0.0,"[0.0, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
2,6,F1,0.5,"Change price: 0, reason: Low predicted share rate of 0.0, but historical data from Round 5 shows price 0.50 achieves highest sales and profit, so maintain to balance competition.",2.5,5,2.5,0.0,"[0.0, 'adaptive']","[2, 3, 1, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",,True,less
2,7,F0,0.4,"Change price: 0, reason: Historical data shows highest profit at 0.40 with low share rate, maintaining optimal sales and revenue.",5.2,13,5.2,0.0,"[0.0, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
2,7,F1,0.5,"Change price: 0, reason: Low predicted share rate of 0.0, consistent with historical rounds where price 0.50 maximized sales and profit.",2.0,4,2.0,0.0,"[0.0, 'adaptive']","[2, 3, 3, 2, 1, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
2,8,F0,0.4,"Change price: 0, reason: Historical data shows highest profit at 0.40 with low share rate, maintaining optimal sales.",4.8,12,4.8,0.0,"[0.0, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1, 0]]",,True,less
2,8,F1,0.5,"Change price: 0, reason: Low predicted share rate of 0.0, consistent with historical rounds where price 0.50 maximized sales and profit.",2.5,5,2.5,0.0,"[0.0, 'adaptive']","[3, 3, 3, 2, 1, 1, 2, 2]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 1], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 0]]",,True,equal
2,9,F0,0.4,"Change price: 0, reason: Historical data shows highest profits at 0.40 with low share rate, maintaining optimal sales.",4.0,10,4.0,0.0,"[0.0, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,less
2,9,F1,0.5,"Change price: 0, reason: Low predicted share rate of 0.0, consistent with historical rounds where price 0.50 maximized sales and profit.",2.5,5,2.5,0.0,"[0.0, 'adaptive']","[3, 3, 3, 2, 2, 1, 1, 2]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
2,10,F0,0.4,"Change price: 0, reason: Historical data shows highest profits at 0.40 with low share rate, maintaining optimal sales.",4.4,11,4.4,0.0,"[0.0, 'adaptive']","[2, 3, 1, 2, 1, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 1, 1, 0, 1, 1, 0]]",,True,less
2,10,F1,0.5,"Change price: 0, reason: Low predicted share rate of 0.0, consistent with historical rounds where price 0.50 maximized sales and profit.",2.5,5,2.5,0.0,"[0.0, 'adaptive']","[3, 3, 1, 2, 2, 1, 1, 1]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 1, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 1, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,equal
3,1,F0,0.6,"Change price: 0.10, reason: High share rate of 0.92 increases purchase likelihood due to personalized recommendations, justifying a moderate price increase in competitive market.",3.6,6,3.6,0.7,"[0.923787212097262, 'adaptive']","[2, 3, 1, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,less
3,1,F1,0.55,"Change price: 0.05, reason: Positive share rate and competition enhance purchase likelihood via recommendations, allowing a slight price increase.",3.3,6,3.3,0.7,"[0.17631063077111098, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0]]",,True,less
3,1,F2,0.6,"Change price: 0.10, reason: High share rate of 0.65 increases purchase likelihood through recommendations, justifying a price increase from the basic 0.50 to 0.60.",3.0,5,3.0,0.7,"[0.6469518827498749, 'adaptive']","[1, 1, 3, 2, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 1, 1, 0, 1, 1, 0]]",,True,less
3,2,F0,0.55,"Change price: -0.05, reason: Lower predicted share rate of 0.7 compared to previous decreases purchase likelihood, justifying a slight price decrease to boost sales in competitive market.",3.3,6,3.3,0.7,"[0.7, 'adaptive']","[2, 3, 1, 3, 2, 1, 2, 3]","[[0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0]]",,True,less
3,2,F1,0.6,"Change price: 0.05, reason: Consistent share rate and competition enhance recommendation effects, allowing a slight price increase to boost profit.",4.8,8,4.8,0.7,"[0.7, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0]]",,True,less
3,2,F2,0.7,"Change price: 0.10, reason: High share rate of 0.7 increases purchase likelihood via recommendations in a competitive market, justifying a slight price increase from the basic 0.60.",2.8,4,2.8,0.7,"[0.7, 'adaptive']","[2, 1, 2, 3, 3, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 1], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0]]",,True,less
3,3,F0,0.6,"Change price: 0.05, reason: Stable predicted share rate of 0.7 maintains purchase likelihood, justifying a slight price increase to boost profit as seen in Round 1's higher earnings with similar sales.",3.0,5,3.0,0.7,"[0.7, 'adaptive']","[1, 3, 3, 2, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 1, 1, 0, 1], [0, 0, 1, 1, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0]]",,True,less
3,3,F1,0.65,"Change price: 0.05, reason: High predicted share rate of 0.7 strengthens recommendation effects in competitive market, supporting a slight price increase to boost profit while maintaining sales.",3.9,6,3.9,0.7,"[0.7, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 1, 0, 0, 1, 1, 0], [0, 1, 0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0]]",,True,less
3,3,F2,0.6,"Change price: -0.10, reason: Historical data indicates price increase from 0.60 to 0.70 reduced sales from 5 to 4 and profit from 3.0 to 2.8, so decreasing to boost sales and maximize profit.",3.0,5,3.0,0.7,"[0.7, 'adaptive']","[2, 3, 1, 2, 1, 1, 2, 3]","[[0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,less
3,4,F0,0.55,"Change price: -0.05, reason: Predicted share rate of 0.7 with declining sales in Round 3 justifies a slight price decrease to boost sales and profit in competitive market.",2.75,5,2.75,0.7,"[0.7, 'adaptive']","[2, 3, 1, 3, 1, 1, 2, 2]","[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 1, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 0, 1, 1], [1, 1, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 1, 1, 0]]",,True,equal
3,4,F1,0.6,"Change price: -0.05, reason: Sales dropped at 0.65, decreasing to boost volume and recapture higher profit from Round 2.",4.2,7,4.2,0.7,"[0.7, 'adaptive']","[2, 3, 1, 2, 3, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 1, 1, 1, 0]]",,True,less
3,4,F2,0.6,"Change price: 0.00, reason: Historical data shows price of 0.60 yields highest profit of 3.0 with share rate of 0.7, as increasing to 0.70 reduced sales and profit.",3.0,5,3.0,0.7,"[0.7, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,less
3,5,F0,0.6,"Change price: 0.05, reason: Predicted share rate of 0.7 maintains purchase likelihood, justifying a slight price increase to boost profit as in Round 1's higher earnings.",3.0,5,3.0,0.65,"[0.7, 'adaptive']","[1, 3, 2, 3, 2, 1, 2, 3]","[[0, 1, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1], [1, 1, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0]]",,True,less
