firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
2,7,F0,0.48,"Change price: -0.02, reason: Match competitor's price to increase sales and profit after underperformance.",1.44,3,1.44,0.0,"[0.0, 'equilibrium']"
2,7,F1,0.46,"Change price: -0.02, reason: Decrease to boost sales and profit following recent successful strategy.",5.52,12,5.52,0.0,"[0.0, 'equilibrium']"
2,8,F0,0.45,"Change price: -0.03, reason: Undercut competitor's price to capture more market share and increase profit after underperformance.",3.15,7,3.15,0.0,"[0.0, 'equilibrium']"
2,8,F1,0.48,"Change price: 0.02, reason: Increase to match competitor and boost profit based on stable sales at higher prices.",4.8,10,4.8,0.0,"[0.0, 'equilibrium']"
2,9,F0,0.48,"Change price: 0.03, reason: Match competitor's price to increase profit margin after undercutting yielded lower sales.",1.44,3,1.44,0.0,"[0.0, 'equilibrium']"
2,9,F1,0.45,"Change price: -0.03, reason: Decrease to match competitor's lower price and recapture market share after sales drop.",5.4,12,5.4,0.0,"[0.0, 'equilibrium']"
2,10,F0,0.44,"Change price: -0.04, reason: undercut competitor to capture more market share and boost profit.",3.08,7,3.08,0.0,"[0.0, 'equilibrium']"
2,10,F1,0.46,"Change price: 0.01, reason: Slight increase to boost profit margin while keeping price below competitor's.",4.6,10,4.6,0.0,"[0.0, 'equilibrium']"
3,1,F0,0.6,"Change price: 0.10, reason: increase to leverage personalized recommendations and moderate competition.",2.4,4,2.4,0.2,"[0.2, 'equilibrium']"
3,1,F1,0.62,"Change price: 0.12, reason: Optimize profit with low data sharing and competition.",0.62,1,0.62,0.2,"[0.2, 'equilibrium']"
3,1,F2,0.5,"Change price: 0.00, reason: basic price optimal for symmetric competition with low share rate.",6.0,12,6.0,0.2,"[0.2, 'equilibrium']"
3,2,F0,0.5,"Change price: -0.10, reason: decrease to match low-price competitor and capture more market share for higher profit.",3.0,6,3.0,0.2,"[0.2, 'equilibrium']"
3,2,F1,0.5,"Change price: -0.12, reason: decrease to increase sales and profit by competing with lower-priced successful firms.",0.5,1,0.5,0.2,"[0.2, 'equilibrium']"
3,2,F2,0.5,"Change price: 0.00, reason: optimal for low share rate and competition.",5.0,10,5.0,0.2,"[0.2, 'equilibrium']"
3,3,F0,0.4,"Change price: -0.10, reason: decrease to capture more market share and increase profit from elastic demand based on historical data.",3.6,9,3.6,0.2,"[0.2, 'equilibrium']"
3,3,F1,0.4,"Change price: -0.10, reason: decrease to undercut competitors and capture more market share for higher profit.",0.4,1,0.4,0.2,"[0.2, 'equilibrium']"
3,3,F2,0.5,"Change price: 0.00, reason: maintain price for stable profit with low share rate and consistent competition.",3.5,7,3.5,0.2,"[0.2, 'equilibrium']"
3,4,F0,0.3,"Change price: -0.10, reason: decrease to capture more market share and increase profit from elastic demand based on historical data.",3.3,11,3.3,0.2,"[0.2, 'equilibrium']"
3,4,F1,0.6,"Change price: 0.20, reason: increase to maximize profit as sales remain constant despite price changes in history.",0.0,0,0.0,0.2,"[0.2, 'equilibrium']"
3,4,F2,0.4,"Change price: -0.10, reason: decrease to capture more market share and counter competitors' price reductions based on declining sales trend.",2.8,7,2.8,0.2,"[0.2, 'equilibrium']"
3,5,F0,0.4,"Change price: 0.10, reason: increase to maximize profit as historical data shows peak revenue at price 0.40 with inelastic demand.",1.2,3,1.2,0.2,"[0.2, 'equilibrium']"
3,5,F1,0.3,"Change price: -0.30, reason: decrease to capture more market share and boost sales based on competitors' low-price success.",0.6,2,0.6,0.2,"[0.2, 'equilibrium']"
3,5,F2,0.3,"Change price: -0.10, reason: decrease to match competitor's low price and capture more market share for increased profit.",3.9,13,3.9,0.2,"[0.2, 'equilibrium']"
3,6,F0,0.3,"Change price: -0.10, reason: decrease to match competitors' low price and capture more market share for increased profit.",2.1,7,2.1,0.2,"[0.2, 'equilibrium']"
3,6,F1,0.25,"Change price: -0.05, reason: decrease to undercut competitors and boost sales for higher profit.",0.25,1,0.25,0.2,"[0.2, 'equilibrium']"
3,6,F2,0.3,"Change price: 0.00, reason: maintain price to sustain high sales and profit given competitive pricing and stable share rate.",3.3,11,3.3,0.2,"[0.2, 'equilibrium']"
3,7,F0,0.3,"Change price: 0.00, reason: maintain price to match leading competitors and sustain profit with stable share rate and demand.",2.1,7,2.1,0.2,"[0.2, 'equilibrium']"
3,7,F1,0.3,"Change price: 0.05, reason: increase to match competitors' successful pricing for higher profit per sale.",0.3,1,0.3,0.2,"[0.2, 'equilibrium']"
3,7,F2,0.3,"Change price: 0.00, reason: maintain price to sustain high profit with stable market and competition.",3.3,11,3.3,0.2,"[0.2, 'equilibrium']"
3,8,F0,0.3,"Change price: 0.00, reason: maintain price to match competitors and sustain profit in stable market.",2.1,7,2.1,0.2,"[0.2, 'equilibrium']"
3,8,F1,0.3,"Change price: 0.00, reason: maintain price to align with competitors' successful strategy and stable share rate for consistent profit.",0.3,1,0.3,0.2,"[0.2, 'equilibrium']"
3,8,F2,0.3,"Change price: 0.00, reason: maintain price to sustain high profit with stable competition and share rate.",3.3,11,3.3,0.2,"[0.2, 'equilibrium']"
3,9,F0,0.3,"Change price: 0.00, reason: maintain price to align with competitors and sustain profit in stable market with consistent share rate.",2.1,7,2.1,0.2,"[0.2, 'equilibrium']"
3,9,F1,0.3,"Change price: 0.00, reason: maintain price to align with competitors' stable pricing and maximize profit in equilibrium share rate.",0.3,1,0.3,0.2,"[0.2, 'equilibrium']"
3,9,F2,0.3,"Change price: 0.00, reason: maintain price to sustain high profit in stable market with equal competition and consistent share rate.",3.3,11,3.3,0.2,"[0.2, 'equilibrium']"
3,10,F0,0.3,"Change price: 0.00, reason: maintain price to align with competitors and sustain profit in stable market with consistent share rate.",2.1,7,2.1,0.2,"[0.2, 'equilibrium']"
3,10,F1,0.3,"Change price: 0.00, reason: maintain price to align with competitors' successful strategy and stable share rate for consistent profit.",0.3,1,0.3,0.2,"[0.2, 'equilibrium']"
3,10,F2,0.3,"Change price: 0.00, reason: maintain price to sustain high profit in stable market with equal competition and consistent share rate.",3.3,11,3.3,0.2,"[0.2, 'equilibrium']"
4,1,F0,0.5,"Change price: 0.00, reason: high share rate increases buying likelihood, justifying basic price of 0.50 for uniform valuations.",1.0,2,1.0,0.7,"[0.7, 'equilibrium']"
4,1,F1,0.5,"Change price: 0.00, reason: Optimal for maximizing profit from recommended consumers with uniform valuation.",2.0,4,2.0,0.7,"[0.7, 'equilibrium']"
4,1,F2,0.58,"Change price: 0.08, reason: high share rate boosts demand via recommendations.",1.74,3,1.74,0.7,"[0.7, 'equilibrium']"
4,1,F3,0.6,"Change price: 0.10, reason: High share rate and competition increase demand from recommendations, allowing higher pricing.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,2,F0,0.6,"Change price: 0.10, reason: High share rate and competition boost recommendation demand, allowing higher pricing to maximize profit.",1.2,2,1.2,0.7,"[0.7, 'equilibrium']"
4,2,F1,0.6,"Change price: 0.10, reason: High share rate and competition boost demand via recommendations, enabling higher pricing to maximize profit.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,2,F2,0.6,"Change price: 0.02, reason: high share rate and competitor success with higher prices justify price increase to boost profit.",1.8,3,1.8,0.7,"[0.7, 'equilibrium']"
4,2,F3,0.6,"Change price: 0.00, reason: High share rate sustains demand from recommendations, maintaining profitability.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,3,F0,0.6,"Change price: 0.00, reason: High share rate and competition maintain demand through recommendations, justifying price stability to maximize profit.",1.2,2,1.2,0.7,"[0.7, 'equilibrium']"
4,3,F1,0.6,"Change price: 0.00, reason: High share rate and stable demand from recommendations justify maintaining price for consistent profitability.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,3,F2,0.62,"Change price: 0.02, reason: high share rate and stable demand justify price increase to boost profit.",1.86,3,1.86,0.7,"[0.7, 'equilibrium']"
4,3,F3,0.6,"Change price: 0.00, reason: High share rate sustains demand from recommendations, ensuring stable profitability.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,4,F0,0.62,"Change price: 0.02, reason: High share rate and stable demand justify price increase to boost profit.",1.24,2,1.24,0.7,"[0.7, 'equilibrium']"
4,4,F1,0.6,"Change price: 0.00, reason: High share rate and stable demand justify maintaining price for consistent profitability.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,4,F2,0.64,"Change price: 0.02, reason: high share rate and stable sales justify price increase to boost profit.",1.92,3,1.92,0.7,"[0.7, 'equilibrium']"
4,4,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand maintain profitability, avoiding risk from price changes.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,5,F0,0.6,"Change price: -0.02, reason: Match competitors' price to increase sales and profit.",1.2,2,1.2,0.7,"[0.7, 'equilibrium']"
4,5,F1,0.6,"Change price: 0.00, reason: High share rate and stable demand justify maintaining price for consistent profitability.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,5,F2,0.66,"Change price: 0.02, reason: high share rate and stable sales justify price increase to boost profit.",1.98,3,1.98,0.7,"[0.7, 'equilibrium']"
4,5,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand sustain profitability, avoiding risk from price changes.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,6,F0,0.6,"Change price: 0.00, reason: High share rate and stable demand sustain profitability, avoiding risk from price changes.",1.2,2,1.2,0.7,"[0.7, 'equilibrium']"
4,6,F1,0.6,"Change price: 0.00, reason: High share rate and stable demand ensure consistent profitability, avoiding risks from price changes.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,6,F2,0.68,"Change price: 0.02, reason: high share rate and stable sales justify price increase to boost profit.",2.04,3,2.04,0.7,"[0.7, 'equilibrium']"
4,6,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand continue to sustain profitability, avoiding unnecessary risk.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,7,F0,0.62,"Change price: 0.02, reason: High share rate and stable sales justify price increase to boost profit.",1.24,2,1.24,0.7,"[0.7, 'equilibrium']"
4,7,F1,0.6,"Change price: 0.00, reason: High share rate and stable demand ensure consistent profitability, minimizing risks from price changes.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,7,F2,0.7,"Change price: 0.02, reason: high share rate and stable sales justify price increase to boost profit.",1.4,2,1.4,0.7,"[0.7, 'equilibrium']"
4,7,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand sustain profitability, avoiding risk from changes.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,8,F0,0.64,"Change price: 0.02, reason: High share rate and stable sales justify price increase to boost profit.",1.28,2,1.28,0.7,"[0.7, 'equilibrium']"
4,8,F1,0.6,"Change price: 0.00, reason: Stable share rate and consistent sales minimize risk, ensuring sustained profitability.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,8,F2,0.68,"Change price: -0.02, reason: price increase reduced sales, lowering to boost demand and profit.",2.04,3,2.04,0.7,"[0.7, 'equilibrium']"
4,8,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand sustain profitability, avoiding risk from price changes.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,9,F0,0.66,"Change price: 0.02, reason: High share rate and stable sales justify price increase to boost profit.",1.32,2,1.32,0.7,"[0.7, 'equilibrium']"
4,9,F1,0.6,"Change price: 0.00, reason: Stable share rate and consistent sales minimize risk, ensuring sustained profitability.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,9,F2,0.68,"Change price: 0.00, reason: stable share rate and consistent sales history justify maintaining price to avoid risk and sustain profit.",2.04,3,2.04,0.7,"[0.7, 'equilibrium']"
4,9,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand sustain profitability, avoiding risk from changes.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
4,10,F0,0.68,"Change price: 0.02, reason: High share rate and consistent sales justify price increase to boost profit.",1.36,2,1.36,0.7,"[0.7, 'equilibrium']"
4,10,F1,0.6,"Change price: 0.00, reason: Stable share rate and consistent sales minimize risk, ensuring sustained profitability.",2.4,4,2.4,0.7,"[0.7, 'equilibrium']"
4,10,F2,0.6,"Change price: -0.08, reason: lower price to match competitors and increase sales volume for higher profit.",1.8,3,1.8,0.7,"[0.7, 'equilibrium']"
4,10,F3,0.6,"Change price: 0.00, reason: High share rate and stable demand sustain profitability, avoiding risk from changes.",6.0,10,6.0,0.7,"[0.7, 'equilibrium']"
5,1,F0,0.5,"Change price: 0.00, reason: Optimal price maximizes profit with high share rate and competition.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,1,F1,0.5,"Change price: 0.00, reason: Optimal price for profit maximization with full data sharing and equal recommendations.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,1,F2,0.5,"Change price: 0.00, reason: Optimal with full data sharing and recommendations.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,1,F3,0.5,"Change price: 0.00, reason: Optimal to maximize profit with high share rate and symmetric competition.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,1,F4,0.5,"Change price: 0.00, reason: optimal for profit with high recommendation effect.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,2,F0,0.5,"Change price: 0.00, reason: Optimal to maintain profit maximization with full share rate and symmetric competition.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,2,F1,0.5,"Change price: 0.00, reason: Optimal for symmetric equilibrium with full data sharing.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,2,F2,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and symmetric competition.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,2,F3,0.5,"Change price: 0.00, reason: Optimal to maximize profit with high share rate and symmetric competition.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,2,F4,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full data sharing and symmetric competition.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,3,F0,0.5,"Change price: 0.00, reason: Optimal for maximizing profit in symmetric competition with full share rate and predicted equilibrium.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,3,F1,0.5,"Change price: 0.00, reason: Optimal for maximizing profit in symmetric equilibrium with full data sharing and equal recommendations.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,3,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with symmetric competition, full share rate, and historical stability.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,3,F3,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent high sales and symmetric competition at full share rate.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,3,F4,0.5,"Change price: 0.00, reason: Optimal for profit maximization with full share rate and symmetric competition.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,4,F0,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,4,F1,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and equal recommendations.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,4,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent sales, symmetric competition, and full share rate.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,4,F3,0.5,"Change price: 0.00, reason: Optimal to maximize profit with stable high sales and symmetric competition at full share rate.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,4,F4,0.5,"Change price: 0.00, reason: Optimal to maximize profit in symmetric equilibrium with full data sharing and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,5,F0,0.5,"Change price: 0.00, reason: Optimal to maximize profit in symmetric equilibrium with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,5,F1,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent historical sales.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,5,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent sales, symmetric competition, and full share rate.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,5,F3,0.5,"'Change price: 0.00, reason: Optimal to maintain profit with consistent high sales and symmetric competition at full share rate.'",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,5,F4,0.5,"Change price: 0.00, reason: Optimal to maximize profit in symmetric equilibrium with full share rate and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,6,F0,0.5,"Change price: 0.00, reason: Optimal to maintain price at 0.50 for maximum expected profit in symmetric competition with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,6,F1,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent historical sales.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,6,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with symmetric competition, full share rate, and consistent historical sales.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,6,F3,0.5,"'Change price: 0.00, reason: Optimal to maintain profit with consistent high sales and symmetric competition at full share rate.'",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,6,F4,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,7,F0,0.5,"Change price: 0.00, reason: Optimal to maintain price at 0.50 for maximum expected profit in symmetric competition with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,7,F1,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,7,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,7,F3,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent high sales and symmetric competition at full share rate.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,7,F4,0.5,"Change price: 0.00, reason: Optimal to maximize expected profit in symmetric equilibrium with full share rate and equal recommendations at price 0.50.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,8,F0,0.5,"Change price: 0.00, reason: Optimal to maintain price at 0.50 for maximum expected profit in symmetric equilibrium with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,8,F1,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent historical sales.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,8,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit with consistent sales, symmetric competition, and full share rate equilibrium.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,8,F3,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,8,F4,0.5,"Change price: 0.00, reason: Optimal to maximize expected profit in symmetric equilibrium with full share rate and equal recommendations at price 0.50.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,9,F0,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,9,F1,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,9,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,9,F3,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,9,F4,0.5,"Change price: 0.00, reason: Optimal to maximize expected profit in symmetric equilibrium with full share rate and equal recommendations at price 0.50.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
5,10,F0,0.5,"Change price: 0.00, reason: Optimal to maximize expected profit in symmetric equilibrium with full share rate and equal recommendations.",0.5,1,0.5,1.0,"[1.0, 'equilibrium']"
5,10,F1,0.5,"Change price: 0.00, reason: Optimal to maximize profit at symmetric equilibrium with full share rate and consistent sales history.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
5,10,F2,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",3.5,7,3.5,1.0,"[1.0, 'equilibrium']"
5,10,F3,0.5,"Change price: 0.00, reason: Optimal to maintain profit in symmetric equilibrium with full share rate and consistent sales history.",4.0,8,4.0,1.0,"[1.0, 'equilibrium']"
5,10,F4,0.5,"Change price: 0.00, reason: Optimal to maximize expected profit in symmetric equilibrium with full share rate.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
6,1,F0,0.5,"Change price: 0.00, reason: Optimal for profit maximization with high data sharing and competition.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
6,1,F1,0.5,"Change price: 0.00, reason: Maximize profit at optimal price with full data sharing and recommendations.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
6,1,F2,0.5,"Change price: 0.00, reason: High data sharing reduces search, making optimal price 0.50 with uniform valuations.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
6,1,F3,0.5,"Change price: 0.00, reason: Optimal price for maximizing profit with uniform valuations and equal recommendation probability.",1.5,3,1.5,1.0,"[1.0, 'equilibrium']"
6,1,F4,0.5,"Change price: 0.00, reason: maximizes profit with high share rate and symmetric competition.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
6,1,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization with uniform valuations and full data sharing.",1.5,3,1.5,1.0,"[1.0, 'equilibrium']"
6,2,F0,0.5,"Change price: 0.00, reason: Optimal for maximizing profit with symmetric competition and high share rate.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
6,2,F1,0.5,"Change price: 0.00, reason: maximizes profit at equilibrium price with high share rate and symmetric competition.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
6,2,F2,0.5,"Change price: 0.00, reason: Optimal price for maximizing profit with uniform valuations, high share rate, and symmetric competition.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
6,2,F3,0.5,"Change price: 0.00, reason: Optimal for maximizing profit in symmetric competition with high share rate.",1.5,3,1.5,1.0,"[1.0, 'equilibrium']"
6,2,F4,0.5,"Change price: 0.00, reason: maximizes profit in symmetric equilibrium with high share rate and uniform valuations.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
6,2,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization with symmetric competition, uniform valuations, and full data sharing.",1.5,3,1.5,1.0,"[1.0, 'equilibrium']"
6,3,F0,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with high share rate and uniform valuations.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
6,3,F1,0.5,"Change price: 0.00, reason: maximizes profit at equilibrium price with uniform valuations, high share rate, and symmetric competition.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
6,3,F2,0.5,"Change price: 0.00, reason: Maximizes expected profit in symmetric equilibrium with high share rate and uniform valuations.",2.0,4,2.0,1.0,"[1.0, 'equilibrium']"
6,3,F3,0.5,"Change price: 0.00, reason: Optimal for maximizing profit in symmetric equilibrium with high share rate and uniform valuations.",1.5,3,1.5,1.0,"[1.0, 'equilibrium']"
6,3,F4,0.5,"Change price: 0.00, reason: maximizes profit in symmetric equilibrium with high share rate and uniform valuations.",3.0,6,3.0,1.0,"[1.0, 'equilibrium']"
6,3,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with high share rate and uniform valuations.",1.5,3,1.5,1.0,"[1.0, 'equilibrium']"
6,4,F0,0.5,"Change price: 0.00, reason: Optimal for maximizing profit in symmetric equilibrium with high share rate and uniform valuations.",1.0,2,1.0,1.0,"[1.0, 'equilibrium']"
